unit_id,standard_id,standard_name,standard_type,disclosure_id,disclosure_name,requirement_id,requirement_text,requirement_type,is_omittable,year,hierarchy_level,parent_requirement
GRI306-2020-D306-4-Re,GRI 306,Waste,topic,306-4,Waste diverted from disposal,e,Contextual information necessary to understand the data and how the data has been compiled.,shall,True,2020,1,
GRI306-2020-D306-5-Ra,GRI 306,Waste,topic,306-5,Waste directed to disposal,a,"Total weight of waste directed to disposal in metric tons, and a breakdown of this total by composition of the waste.",shall,True,2020,1,
GRI306-2020-D306-5-Rb-i,GRI 306,Waste,topic,306-5,Waste directed to disposal,b.i,"Total weight of hazardous waste directed to disposal in metric tons, and a breakdown of this total by the following disposal operations: Incineration (with energy recovery);",shall,True,2020,2,b
GRI306-2020-D306-5-Rb-ii,GRI 306,Waste,topic,306-5,Waste directed to disposal,b.ii,"Total weight of hazardous waste directed to disposal in metric tons, and a breakdown of this total by the following disposal operations: Incineration (without energy recovery);",shall,True,2020,2,b
GRI306-2020-D306-5-Rb-iii,GRI 306,Waste,topic,306-5,Waste directed to disposal,b.iii,"Total weight of hazardous waste directed to disposal in metric tons, and a breakdown of this total by the following disposal operations: Landfilling;",shall,True,2020,2,b
GRI306-2020-D306-5-Rb-iv,GRI 306,Waste,topic,306-5,Waste directed to disposal,b.iv,"Total weight of hazardous waste directed to disposal in metric tons, and a breakdown of this total by the following disposal operations: Other disposal operations.",shall,True,2020,2,b
GRI306-2020-D306-5-Rc-i,GRI 306,Waste,topic,306-5,Waste directed to disposal,c.i,"Total weight of non-hazardous waste directed to disposal in metric tons, and a breakdown of this total by the following disposal operations: Incineration (with energy recovery);",shall,True,2020,2,c
GRI306-2020-D306-5-Rc-ii,GRI 306,Waste,topic,306-5,Waste directed to disposal,c.ii,"Total weight of non-hazardous waste directed to disposal in metric tons, and a breakdown of this total by the following disposal operations: Incineration (without energy recovery);",shall,True,2020,2,c
GRI306-2020-D306-5-Rc-iii,GRI 306,Waste,topic,306-5,Waste directed to disposal,c.iii,"Total weight of non-hazardous waste directed to disposal in metric tons, and a breakdown of this total by the following disposal operations: Landfilling;",shall,True,2020,2,c
GRI306-2020-D306-5-Rc-iv,GRI 306,Waste,topic,306-5,Waste directed to disposal,c.iv,"Total weight of non-hazardous waste directed to disposal in metric tons, and a breakdown of this total by the following disposal operations: Other disposal operations.",shall,True,2020,2,c
GRI306-2020-D306-5-Rd-i,GRI 306,Waste,topic,306-5,Waste directed to disposal,d.i,"For each disposal operation listed in Disclosures 306-5-b and 306-5-c, a breakdown of the total weight in metric tons of hazardous waste and of non-hazardous waste directed to disposal: onsite;",shall,True,2020,2,d
GRI306-2020-D306-5-Rd-ii,GRI 306,Waste,topic,306-5,Waste directed to disposal,d.ii,"For each disposal operation listed in Disclosures 306-5-b and 306-5-c, a breakdown of the total weight in metric tons of hazardous waste and of non-hazardous waste directed to disposal: offsite.",shall,True,2020,2,d
GRI306-2020-D306-5-Re,GRI 306,Waste,topic,306-5,Waste directed to disposal,e,Contextual information necessary to understand the data and how the data has been compiled.,shall,True,2020,1,
GRI308-2016-D308-1-Ra,GRI 308,Supplier Environmental Assessment,topic,308-1,New suppliers that were screened,a,Percentage of new suppliers that were screened using environmental criteria.,shall,True,2016,1,
GRI308-2016-D308-2-Ra,GRI 308,Supplier Environmental Assessment,topic,308-2,Negative environmental impacts in,a,Number of suppliers assessed for environmental impacts.,shall,True,2016,1,
GRI308-2016-D308-2-Rb,GRI 308,Supplier Environmental Assessment,topic,308-2,Negative environmental impacts in,b,Number of suppliers identified as having significant actual and potential negative environmental impacts.,shall,True,2016,1,
GRI308-2016-D308-2-Rc,GRI 308,Supplier Environmental Assessment,topic,308-2,Negative environmental impacts in,c,Significant actual and potential negative environmental impacts identified in the supply chain.,shall,True,2016,1,
GRI308-2016-D308-2-Rd,GRI 308,Supplier Environmental Assessment,topic,308-2,Negative environmental impacts in,d,Percentage of suppliers identified as having significant actual and potential negative environmental impacts with which improvements were agreed upon as a result of assessment.,shall,True,2016,1,
GRI308-2016-D308-2-Re,GRI 308,Supplier Environmental Assessment,topic,308-2,Negative environmental impacts in,e,"Percentage of suppliers identified as having significant actual and potential negative environmental impacts with which relationships were terminated as a result of assessment, and why.",shall,True,2016,1,
GRI3-2021-D3-1-Ra-i,GRI 3,Material Topics,universal,3-1,Process to determine material topics,a.i,"describe the process it has followed to determine its material topics, including: how it has identified actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights, across its activities and business relationships;",shall,False,2021,2,a
GRI3-2021-D3-1-Ra-ii,GRI 3,Material Topics,universal,3-1,Process to determine material topics,a.ii,"describe the process it has followed to determine its material topics, including: how it has prioritized the impacts for reporting based on their significance;",shall,False,2021,2,a
GRI3-2021-D3-1-Rb,GRI 3,Material Topics,universal,3-1,Process to determine material topics,b,specify the stakeholders and experts whose views have informed the process of determining its material topics.,shall,False,2021,1,
GRI3-2021-D3-2-Ra,GRI 3,Material Topics,universal,3-2,List of material topics,a,list its material topics;,shall,False,2021,1,
GRI3-2021-D3-2-Rb,GRI 3,Material Topics,universal,3-2,List of material topics,b,report changes to the list of material topics compared to the previous reporting period.,shall,False,2021,1,
GRI3-2021-D3-3-Ra,GRI 3,Material Topics,universal,3-3,Management of material topics,a,"describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;",shall,True,2021,1,
GRI3-2021-D3-3-Rb,GRI 3,Material Topics,universal,3-3,Management of material topics,b,"report whether the organization is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;",shall,True,2021,1,
GRI3-2021-D3-3-Rc,GRI 3,Material Topics,universal,3-3,Management of material topics,c,describe its policies or commitments regarding the material topic;,shall,True,2021,1,
GRI3-2021-D3-3-Rd-i,GRI 3,Material Topics,universal,3-3,Management of material topics,d.i,"describe actions taken to manage the topic and related impacts, including: actions to prevent or mitigate potential negative impacts;",shall,True,2021,2,d
GRI3-2021-D3-3-Rd-ii,GRI 3,Material Topics,universal,3-3,Management of material topics,d.ii,"describe actions taken to manage the topic and related impacts, including: actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;",shall,True,2021,2,d
GRI3-2021-D3-3-Rd-iii,GRI 3,Material Topics,universal,3-3,Management of material topics,d.iii,"describe actions taken to manage the topic and related impacts, including: actions to manage actual and potential positive impacts;",shall,True,2021,2,d
GRI3-2021-D3-3-Re-i,GRI 3,Material Topics,universal,3-3,Management of material topics,e.i,report the following information about tracking the effectiveness of the actions taken: processes used to track the effectiveness of the actions;,shall,True,2021,2,e
GRI3-2021-D3-3-Re-ii,GRI 3,Material Topics,universal,3-3,Management of material topics,e.ii,"report the following information about tracking the effectiveness of the actions taken: goals, targets, and indicators used to evaluate progress;",shall,True,2021,2,e
GRI3-2021-D3-3-Re-iii,GRI 3,Material Topics,universal,3-3,Management of material topics,e.iii,"report the following information about tracking the effectiveness of the actions taken: the effectiveness of the actions, including progress toward the goals and targets;",shall,True,2021,2,e
GRI3-2021-D3-3-Re-iv,GRI 3,Material Topics,universal,3-3,Management of material topics,e.iv,report the following information about tracking the effectiveness of the actions taken: lessons learned and how these have been incorporated into the organization’s operational policies and procedures;,shall,True,2021,2,e
GRI3-2021-D3-3-Rf,GRI 3,Material Topics,universal,3-3,Management of material topics,f,describe how engagement with stakeholders has informed the actions taken (3-3-d) and how it has informed whether the actions have been effective (3-3-e).,shall,True,2021,1,
GRI401-2016-D401-1-Ra,GRI 401,Employment,topic,401-1,New employee hires and employee,a,"Total number and rate of new employee hires during the reporting period, by age group, gender and region.",shall,True,2016,1,
GRI401-2016-D401-1-Rb,GRI 401,Employment,topic,401-1,New employee hires and employee,b,"Total number and rate of employee turnover during the reporting period, by age group, gender and region.",shall,True,2016,1,
GRI401-2016-D401-2-Ra-i,GRI 401,Employment,topic,401-2,Benefits provided to full-time,a.i,"Benefits which are standard for full-time employees of the organization but are not provided to temporary or part-time employees, by significant locations of operation. These include, as a minimum: life insurance;",shall,True,2016,2,a
GRI401-2016-D401-2-Ra-ii,GRI 401,Employment,topic,401-2,Benefits provided to full-time,a.ii,"Benefits which are standard for full-time employees of the organization but are not provided to temporary or part-time employees, by significant locations of operation. These include, as a minimum: health care;",shall,True,2016,2,a
GRI401-2016-D401-2-Ra-iii,GRI 401,Employment,topic,401-2,Benefits provided to full-time,a.iii,"Benefits which are standard for full-time employees of the organization but are not provided to temporary or part-time employees, by significant locations of operation. These include, as a minimum: disability and invalidity coverage;",shall,True,2016,2,a
GRI401-2016-D401-2-Ra-iv,GRI 401,Employment,topic,401-2,Benefits provided to full-time,a.iv,"Benefits which are standard for full-time employees of the organization but are not provided to temporary or part-time employees, by significant locations of operation. These include, as a minimum: parental leave;",shall,True,2016,2,a
GRI401-2016-D401-2-Ra-v,GRI 401,Employment,topic,401-2,Benefits provided to full-time,a.v,"Benefits which are standard for full-time employees of the organization but are not provided to temporary or part-time employees, by significant locations of operation. These include, as a minimum: retirement provision;",shall,True,2016,2,a
GRI401-2016-D401-2-Ra-vi,GRI 401,Employment,topic,401-2,Benefits provided to full-time,a.vi,"Benefits which are standard for full-time employees of the organization but are not provided to temporary or part-time employees, by significant locations of operation. These include, as a minimum: stock ownership;",shall,True,2016,2,a
GRI401-2016-D401-2-Ra-vii,GRI 401,Employment,topic,401-2,Benefits provided to full-time,a.vii,"Benefits which are standard for full-time employees of the organization but are not provided to temporary or part-time employees, by significant locations of operation. These include, as a minimum: others.",shall,True,2016,2,a
GRI401-2016-D401-2-Rb,GRI 401,Employment,topic,401-2,Benefits provided to full-time,b,The definition used for ‘significant locations of operation’.,shall,True,2016,1,
GRI401-2016-D401-3-Ra,GRI 401,Employment,topic,401-3,Parental leave,a,"Total number of employees that were entitled to parental leave, by gender.",shall,True,2016,1,
GRI401-2016-D401-3-Rb,GRI 401,Employment,topic,401-3,Parental leave,b,"Total number of employees that took parental leave, by gender.",shall,True,2016,1,
GRI401-2016-D401-3-Rc,GRI 401,Employment,topic,401-3,Parental leave,c,"Total number of employees that returned to work in the reporting period after parental leave ended, by gender.",shall,True,2016,1,
GRI401-2016-D401-3-Rd,GRI 401,Employment,topic,401-3,Parental leave,d,"Total number of employees that returned to work after parental leave ended that were still employed 12 months after their return to work, by gender.",shall,True,2016,1,
GRI401-2016-D401-3-Re,GRI 401,Employment,topic,401-3,Parental leave,e,"Return to work and retention rates of employees that took parental leave, by gender.",shall,True,2016,1,
GRI402-2016-D402-1-Ra,GRI 402,Labor and Management Relations,topic,402-1,Minimum notice periods regarding operational,a,Minimum number of weeks’ notice typically provided to employees and their representatives prior to the implementation of significant operational changes that could substantially affect them.,shall,True,2016,1,
GRI402-2016-D402-1-Rb,GRI 402,Labor and Management Relations,topic,402-1,Minimum notice periods regarding operational,b,"For organizations with collective bargaining agreements, report whether the notice period and provisions for consultation and negotiation are specified in collective agreements.",shall,True,2016,1,
GRI403-2018-D403-1-Ra-i,GRI 403,Occupational Health and Safety,topic,403-1,Occupational health and safety,a.i,"A statement of whether an occupational health and safety management system has been implemented, including whether: the system has been implemented because of legal requirements and, if so, a list of the requirements;",shall,True,2018,2,a
GRI403-2018-D403-1-Ra-ii,GRI 403,Occupational Health and Safety,topic,403-1,Occupational health and safety,a.ii,"A statement of whether an occupational health and safety management system has been implemented, including whether: the system has been implemented based on recognized risk management and/or management system standards/guidelines and, if so, a list of the standards/guidelines.",shall,True,2018,2,a
GRI403-2018-D403-1-Rb,GRI 403,Occupational Health and Safety,topic,403-1,Occupational health and safety,b,"A description of the scope of workers, activities, and workplaces covered by the occupational health and safety management system, and an explanation of whether and, if so, why any workers, activities, or workplaces are not covered.",shall,True,2018,1,
GRI403-2018-D403-2-Ra-i,GRI 403,Occupational Health and Safety,topic,403-2,"Hazard identification, risk",a.i,"A description of the processes used to identify work-related hazards and assess risks on a routine and non-routine basis, and to apply the hierarchy of controls in order to eliminate hazards and minimize risks, including: how the organization ensures the quality of these processes, including the competency of persons who carry them out;",shall,True,2018,2,a
GRI403-2018-D403-2-Ra-ii,GRI 403,Occupational Health and Safety,topic,403-2,"Hazard identification, risk",a.ii,"A description of the processes used to identify work-related hazards and assess risks on a routine and non-routine basis, and to apply the hierarchy of controls in order to eliminate hazards and minimize risks, including: how the results of these processes are used to evaluate and continually improve the occupational health and safety management system.",shall,True,2018,2,a
GRI403-2018-D403-2-Rb,GRI 403,Occupational Health and Safety,topic,403-2,"Hazard identification, risk",b,"A description of the processes for workers to report work-related hazards and hazardous situations, and an explanation of how workers are protected against reprisals.",shall,True,2018,1,
GRI403-2018-D403-2-Rc,GRI 403,Occupational Health and Safety,topic,403-2,"Hazard identification, risk",c,"A description of the policies and processes for workers to remove themselves from work situations that they believe could cause injury or ill health, and an explanation of how workers are protected against reprisals.",shall,True,2018,1,
GRI403-2018-D403-2-Rd,GRI 403,Occupational Health and Safety,topic,403-2,"Hazard identification, risk",d,"A description of the processes used to investigate work-related incidents, including the processes to identify hazards and assess risks relating to the incidents, to determine corrective actions using the hierarchy of controls, and to determine improvements needed in the occupational health and safety management system.",shall,True,2018,1,
GRI403-2018-D403-3-Ra,GRI 403,Occupational Health and Safety,topic,403-3,Occupational health services,a,"A description of the occupational health services’ functions that contribute to the identification and elimination of hazards and minimization of risks, and an explanation of how the organization ensures the quality of these services and facilitates workers’ access to them.",shall,True,2018,1,
GRI403-2018-D403-4-Ra,GRI 403,Occupational Health and Safety,topic,403-4,"Worker participation, consultation,",a,"A description of the processes for worker participation and consultation in the development, implementation, and evaluation of the occupational health and safety management system, and for providing access to and communicating relevant information on occupational health and safety to workers.",shall,True,2018,1,
GRI403-2018-D403-4-Rb,GRI 403,Occupational Health and Safety,topic,403-4,"Worker participation, consultation,",b,"Where formal joint management-worker health and safety committees exist, a description of their responsibilities, meeting frequency, decision-making authority, and whether and, if so, why any workers are not represented by these committees.",shall,True,2018,1,
GRI403-2018-D403-5-Ra,GRI 403,Occupational Health and Safety,topic,403-5,Worker training on occupational,a,"A description of any occupational health and safety training provided to workers, including generic training as well as training on specific work-related hazards, hazardous activities, or hazardous situations.",shall,True,2018,1,
GRI403-2018-D403-6-Ra,GRI 403,Occupational Health and Safety,topic,403-6,Promotion of worker health,a,"An explanation of how the organization facilitates workers’ access to non-occupational medical and healthcare services, and the scope of access provided.",shall,True,2018,1,
GRI403-2018-D403-6-Rb,GRI 403,Occupational Health and Safety,topic,403-6,Promotion of worker health,b,"A description of any voluntary health promotion services and programs offered to workers to address major non-work-related health risks, including the specific health risks addressed, and how the organization facilitates workers’ access to these services and programs.",shall,True,2018,1,
GRI403-2018-D403-7-Ra,GRI 403,Occupational Health and Safety,topic,403-7,Prevention and mitigation of,a,"A description of the organization’s approach to preventing or mitigating significant negative occupational health and safety impacts that are directly linked to its operations, products, or services by its business relationships, and the related hazards and risks. Background",shall,True,2018,1,
GRI403-2018-D403-8-Ra-i,GRI 403,Occupational Health and Safety,topic,403-8,Workers covered by an occupational,a.i,"If the organization has implemented an occupational health and safety management system based on legal requirements and/or recognized standards/guidelines: the number and percentage of all employees and workers who are not employees but whose work and/or workplace is controlled by the organization, who are covered by such a system;",shall,True,2018,2,a
GRI403-2018-D403-8-Ra-ii,GRI 403,Occupational Health and Safety,topic,403-8,Workers covered by an occupational,a.ii,"If the organization has implemented an occupational health and safety management system based on legal requirements and/or recognized standards/guidelines: the number and percentage of all employees and workers who are not employees but whose work and/or workplace is controlled by the organization, who are covered by such a system that has been internally audited;",shall,True,2018,2,a
GRI403-2018-D403-8-Ra-iii,GRI 403,Occupational Health and Safety,topic,403-8,Workers covered by an occupational,a.iii,"If the organization has implemented an occupational health and safety management system based on legal requirements and/or recognized standards/guidelines: the number and percentage of all employees and workers who are not employees but whose work and/or workplace is controlled by the organization, who are covered by such a system that has been audited or certified by an external party.",shall,True,2018,2,a
GRI403-2018-D403-8-Rb,GRI 403,Occupational Health and Safety,topic,403-8,Workers covered by an occupational,b,"Whether and, if so, why any workers have been excluded from",shall,True,2018,1,
GRI403-2018-D403-9-Ra-i,GRI 403,Occupational Health and Safety,topic,403-9,Work-related injuries,a.i,For all employees: The number and rate of fatalities as a result of work-related injury;,shall,True,2018,2,a
GRI403-2018-D403-9-Ra-ii,GRI 403,Occupational Health and Safety,topic,403-9,Work-related injuries,a.ii,For all employees: The number and rate of high-consequence work-related injuries (excluding fatalities);,shall,True,2018,2,a
GRI403-2018-D403-9-Ra-iii,GRI 403,Occupational Health and Safety,topic,403-9,Work-related injuries,a.iii,For all employees: The number and rate of recordable work-related injuries;,shall,True,2018,2,a
GRI403-2018-D403-9-Ra-iv,GRI 403,Occupational Health and Safety,topic,403-9,Work-related injuries,a.iv,For all employees: The main types of work-related injury;,shall,True,2018,2,a
GRI403-2018-D403-9-Ra-v,GRI 403,Occupational Health and Safety,topic,403-9,Work-related injuries,a.v,For all employees: The number of hours worked.,shall,True,2018,2,a
GRI403-2018-D403-9-Rb-i,GRI 403,Occupational Health and Safety,topic,403-9,Work-related injuries,b.i,For all workers who are not employees but whose work and/or workplace is controlled by the organization: The number and rate of fatalities as a result of work-related injury;,shall,True,2018,2,b
GRI403-2018-D403-9-Rb-ii,GRI 403,Occupational Health and Safety,topic,403-9,Work-related injuries,b.ii,For all workers who are not employees but whose work and/or workplace is controlled by the organization: The number and rate of high-consequence work-related injuries (excluding fatalities);,shall,True,2018,2,b
GRI403-2018-D403-9-Rb-iii,GRI 403,Occupational Health and Safety,topic,403-9,Work-related injuries,b.iii,For all workers who are not employees but whose work and/or workplace is controlled by the organization: The number and rate of recordable work-related injuries;,shall,True,2018,2,b
GRI403-2018-D403-9-Rb-iv,GRI 403,Occupational Health and Safety,topic,403-9,Work-related injuries,b.iv,For all workers who are not employees but whose work and/or workplace is controlled by the organization: The main types of work-related injury;,shall,True,2018,2,b
GRI403-2018-D403-9-Rb-v,GRI 403,Occupational Health and Safety,topic,403-9,Work-related injuries,b.v,For all workers who are not employees but whose work and/or workplace is controlled by the organization: The number of hours worked.,shall,True,2018,2,b
GRI403-2018-D403-9-Rc-i,GRI 403,Occupational Health and Safety,topic,403-9,Work-related injuries,c.i,"The work-related hazards that pose a risk of high-consequence injury, including: how these hazards have been determined;",shall,True,2018,2,c
GRI403-2018-D403-9-Rc-ii,GRI 403,Occupational Health and Safety,topic,403-9,Work-related injuries,c.ii,"The work-related hazards that pose a risk of high-consequence injury, including: which of these hazards have caused or contributed to high-consequence injuries during the reporting period;",shall,True,2018,2,c
GRI403-2018-D403-9-Rc-iii,GRI 403,Occupational Health and Safety,topic,403-9,Work-related injuries,c.iii,"The work-related hazards that pose a risk of high-consequence injury, including: actions taken or underway to eliminate these hazards and minimize risks using the hierarchy of controls.",shall,True,2018,2,c
GRI403-2018-D403-9-Rd,GRI 403,Occupational Health and Safety,topic,403-9,Work-related injuries,d,Any actions taken or underway to eliminate other work-related hazards and minimize risks using the hierarchy of controls.,shall,True,2018,1,
GRI403-2018-D403-9-Re,GRI 403,Occupational Health and Safety,topic,403-9,Work-related injuries,e,"Whether the rates have been calculated based on 200,000 or 1,000,000 hours worked.",shall,True,2018,1,
GRI403-2018-D403-9-Rf,GRI 403,Occupational Health and Safety,topic,403-9,Work-related injuries,f,"Whether and, if so, why any workers have been excluded from",shall,True,2018,1,
GRI403-2018-D403-10-Ra-i,GRI 403,Occupational Health and Safety,topic,403-10,Work-related ill health,a.i,For all employees: The number of fatalities as a result of work-related ill health;,shall,True,2018,2,a
GRI403-2018-D403-10-Ra-ii,GRI 403,Occupational Health and Safety,topic,403-10,Work-related ill health,a.ii,For all employees: The number of cases of recordable work-related ill health;,shall,True,2018,2,a
GRI403-2018-D403-10-Ra-iii,GRI 403,Occupational Health and Safety,topic,403-10,Work-related ill health,a.iii,For all employees: The main types of work-related ill health.,shall,True,2018,2,a
GRI403-2018-D403-10-Rb-i,GRI 403,Occupational Health and Safety,topic,403-10,Work-related ill health,b.i,For all workers who are not employees but whose work and/or workplace is controlled by the organization: The number of fatalities as a result of work-related ill health;,shall,True,2018,2,b
GRI403-2018-D403-10-Rb-ii,GRI 403,Occupational Health and Safety,topic,403-10,Work-related ill health,b.ii,For all workers who are not employees but whose work and/or workplace is controlled by the organization: The number of cases of recordable work-related ill health;,shall,True,2018,2,b
GRI403-2018-D403-10-Rb-iii,GRI 403,Occupational Health and Safety,topic,403-10,Work-related ill health,b.iii,For all workers who are not employees but whose work and/or workplace is controlled by the organization: The main types of work-related ill health.,shall,True,2018,2,b
GRI403-2018-D403-10-Rc-i,GRI 403,Occupational Health and Safety,topic,403-10,Work-related ill health,c.i,"The work-related hazards that pose a risk of ill health, including: how these hazards have been determined;",shall,True,2018,2,c
GRI403-2018-D403-10-Rc-ii,GRI 403,Occupational Health and Safety,topic,403-10,Work-related ill health,c.ii,"The work-related hazards that pose a risk of ill health, including: which of these hazards have caused or contributed to cases of ill health during the reporting period;",shall,True,2018,2,c
GRI403-2018-D403-10-Rc-iii,GRI 403,Occupational Health and Safety,topic,403-10,Work-related ill health,c.iii,"The work-related hazards that pose a risk of ill health, including: actions taken or underway to eliminate these hazards and minimize risks using the hierarchy of controls.",shall,True,2018,2,c
GRI403-2018-D403-10-Rd,GRI 403,Occupational Health and Safety,topic,403-10,Work-related ill health,d,"Whether and, if so, why any workers have been excluded from",shall,True,2018,1,
GRI404-2016-D404-1-Ra-i,GRI 404,Training and Education,topic,404-1,Average hours of training per year,a.i,"Average hours of training that the organization’s employees have undertaken during the reporting period, by: gender;",shall,True,2016,2,a
GRI404-2016-D404-1-Ra-ii,GRI 404,Training and Education,topic,404-1,Average hours of training per year,a.ii,"Average hours of training that the organization’s employees have undertaken during the reporting period, by: employee category.",shall,True,2016,2,a
GRI404-2016-D404-2-Ra,GRI 404,Training and Education,topic,404-2,Programs for upgrading employee,a,Type and scope of programs implemented and assistance provided to upgrade employee skills.,shall,True,2016,1,
GRI404-2016-D404-2-Rb,GRI 404,Training and Education,topic,404-2,Programs for upgrading employee,b,Transition assistance programs provided to facilitate continued employability and the management of career endings resulting from retirement or termination of employment.,shall,True,2016,1,
GRI404-2016-D404-3-Ra,GRI 404,Training and Education,topic,404-3,Percentage of employees receiving,a,Percentage of total employees by gender and by employee category who received a regular performance and career development review during the reporting period.,shall,True,2016,1,
GRI405-2016-D405-1-Ra-i,GRI 405,Diversity and Equal Opportunity,topic,405-1,Diversity of governance bodies and,a.i,Percentage of individuals within the organization’s governance bodies in each of the following diversity categories: Gender;,shall,True,2016,2,a
GRI405-2016-D405-1-Ra-ii,GRI 405,Diversity and Equal Opportunity,topic,405-1,Diversity of governance bodies and,a.ii,"Percentage of individuals within the organization’s governance bodies in each of the following diversity categories: Age group: under 30 years old, 30-50 years old, over 50 years old;",shall,True,2016,2,a
GRI405-2016-D405-1-Ra-iii,GRI 405,Diversity and Equal Opportunity,topic,405-1,Diversity of governance bodies and,a.iii,Percentage of individuals within the organization’s governance bodies in each of the following diversity categories: Other indicators of diversity where relevant (such as minority or vulnerable groups).,shall,True,2016,2,a
GRI405-2016-D405-1-Rb-i,GRI 405,Diversity and Equal Opportunity,topic,405-1,Diversity of governance bodies and,b.i,Percentage of employees per employee category in each of the following diversity categories: Gender;,shall,True,2016,2,b
GRI405-2016-D405-1-Rb-ii,GRI 405,Diversity and Equal Opportunity,topic,405-1,Diversity of governance bodies and,b.ii,"Percentage of employees per employee category in each of the following diversity categories: Age group: under 30 years old, 30-50 years old, over 50 years old;",shall,True,2016,2,b
GRI405-2016-D405-1-Rb-iii,GRI 405,Diversity and Equal Opportunity,topic,405-1,Diversity of governance bodies and,b.iii,Percentage of employees per employee category in each of the following diversity categories: Other indicators of diversity where relevant (such as minority or vulnerable groups).,shall,True,2016,2,b
GRI405-2016-D405-2-Ra,GRI 405,Diversity and Equal Opportunity,topic,405-2,Ratio of basic salary and,a,"Ratio of the basic salary and remuneration of women to men for each employee category, by significant locations of operation.",shall,True,2016,1,
GRI405-2016-D405-2-Rb,GRI 405,Diversity and Equal Opportunity,topic,405-2,Ratio of basic salary and,b,The definition used for ‘significant locations of operation’.,shall,True,2016,1,
GRI406-2016-D406-1-Ra,GRI 406,Non-discrimination,topic,406-1,Incidents of discrimination and,a,Total number of incidents of discrimination during the reporting period.,shall,True,2016,1,
GRI406-2016-D406-1-Rb-i,GRI 406,Non-discrimination,topic,406-1,Incidents of discrimination and,b.i,Status of the incidents and actions taken with reference to the following: Incident reviewed by the organization;,shall,True,2016,2,b
GRI406-2016-D406-1-Rb-ii,GRI 406,Non-discrimination,topic,406-1,Incidents of discrimination and,b.ii,Status of the incidents and actions taken with reference to the following: Remediation plans being implemented;,shall,True,2016,2,b
GRI406-2016-D406-1-Rb-iii,GRI 406,Non-discrimination,topic,406-1,Incidents of discrimination and,b.iii,"Status of the incidents and actions taken with reference to the following: Remediation plans that have been implemented, with results reviewed through routine internal management review processes;",shall,True,2016,2,b
GRI406-2016-D406-1-Rb-iv,GRI 406,Non-discrimination,topic,406-1,Incidents of discrimination and,b.iv,Status of the incidents and actions taken with reference to the following: Incident no longer subject to action.,shall,True,2016,2,b
GRI407-2016-D407-1-Ra-i,GRI 407,Freedom of Association and Collective Bargaining,topic,407-1,Operations and suppliers in which the,a.i,Operations and suppliers in which workers’ rights to exercise freedom of association or collective bargaining may be violated or at significant risk either in terms of: type of operation (such as manufacturing plant) and supplier;,shall,True,2016,2,a
GRI407-2016-D407-1-Ra-ii,GRI 407,Freedom of Association and Collective Bargaining,topic,407-1,Operations and suppliers in which the,a.ii,Operations and suppliers in which workers’ rights to exercise freedom of association or collective bargaining may be violated or at significant risk either in terms of: countries or geographic areas with operations and suppliers considered at risk.,shall,True,2016,2,a
GRI407-2016-D407-1-Rb,GRI 407,Freedom of Association and Collective Bargaining,topic,407-1,Operations and suppliers in which the,b,Measures taken by the organization in the reporting period intended to support rights to exercise freedom of association and collective bargaining.,shall,True,2016,1,
GRI408-2016-D408-1-Ra-i,GRI 408,Child Labor,topic,408-1,Operations and suppliers at,a.i,Operations and suppliers considered to have significant risk for incidents of: child labor;,shall,True,2016,2,a
GRI408-2016-D408-1-Ra-ii,GRI 408,Child Labor,topic,408-1,Operations and suppliers at,a.ii,Operations and suppliers considered to have significant risk for incidents of: young workers exposed to hazardous work.,shall,True,2016,2,a
GRI408-2016-D408-1-Rb-i,GRI 408,Child Labor,topic,408-1,Operations and suppliers at,b.i,Operations and suppliers considered to have significant risk for incidents of child labor either in terms of: type of operation (such as manufacturing plant) and supplier;,shall,True,2016,2,b
GRI408-2016-D408-1-Rb-ii,GRI 408,Child Labor,topic,408-1,Operations and suppliers at,b.ii,Operations and suppliers considered to have significant risk for incidents of child labor either in terms of: countries or geographic areas with operations and suppliers considered at risk.,shall,True,2016,2,b
GRI408-2016-D408-1-Rc,GRI 408,Child Labor,topic,408-1,Operations and suppliers at,c,Measures taken by the organization in the reporting period intended to contribute to the effective abolition of child labor.,shall,True,2016,1,
GRI409-2016-D409-1-Ra-i,GRI 409,Forced or Compulsory Labor,topic,409-1,Operations and suppliers at,a.i,Operations and suppliers considered to have significant risk for incidents of forced or compulsory labor either in terms of: type of operation (such as manufacturing plant) and supplier;,shall,True,2016,2,a
GRI409-2016-D409-1-Ra-ii,GRI 409,Forced or Compulsory Labor,topic,409-1,Operations and suppliers at,a.ii,Operations and suppliers considered to have significant risk for incidents of forced or compulsory labor either in terms of: countries or geographic areas with operations and suppliers considered at risk.,shall,True,2016,2,a
GRI409-2016-D409-1-Rb,GRI 409,Forced or Compulsory Labor,topic,409-1,Operations and suppliers at,b,Measures taken by the organization in the reporting period intended to contribute to the elimination of all forms of forced or compulsory labor.,shall,True,2016,1,
