variant,report_id,phase,phase_disclosure_idx,occurrence_idx,standard_id,disclosure_id,material_topic,overall,notes,evidence_unrecoverable,n_requirement_verdicts,is_omitted,is_external_ref,is_no_page_pack,is_empty_verdicts
a0,HPCL2023,phase5,17,0,GRI 3,3-3,Human Rights (GRI OGSS Topic: Freedom of Association and Collective Bargaining),partial,,False,11,False,False,False,False
a0,HPCL2023,phase5,18,0,GRI 3,3-3,Human Rights (GRI OGSS Topic: Non-discrimination and Equal Opportunity),no_evidence,,False,11,False,False,False,False
a0,HPCL2023,phase5,19,1,GRI 3,3-3,Human Rights (GRI OGSS Topic: Non-discrimination and Equal Opportunity),no_evidence,,False,11,False,False,False,False
a0,HPCL2023,phase5,20,0,GRI 3,3-3,Human Rights (GRI OGSS Topic: Rights of Indigenous People),fail,no page pack: missing_disclosure,False,0,False,False,True,True
a0,HPCL2023,phase5,21,0,GRI 3,3-3,Manpower Management (GRI OGSS Topic: Economic Impacts),no_evidence,,False,11,False,False,False,False
a0,HPCL2023,phase5,22,0,GRI 3,3-3,Manpower Management (GRI OGSS Topic: Employment Practices),partial,,False,11,False,False,False,False
a0,HPCL2023,phase5,23,0,GRI 3,3-3,Manpower Management (GRI: Labour/Management Relations 2016),partial,,False,11,False,False,False,False
a0,HPCL2023,phase5,24,0,GRI 3,3-3,Manpower Management (GRI: Supplier Social Assessment 2016),partial,,False,11,False,False,False,False
a0,HPCL2023,phase5,25,0,GRI 3,3-3,Manpower Management (GRI: Training and Education 2016),partial,,False,11,False,False,False,False
a0,HPCL2023,phase5,26,0,GRI 3,3-3,Occupational health and safety (GRI OGSS Topic: Occupational Health and Safety),partial,,False,11,False,False,False,False
a0,HPCL2023,phase5,27,0,GRI 3,3-3,Product Safety and Quality (GRI: Customer Health and Safety 2016),partial,,False,11,False,False,False,False
a0,HPCL2023,phase5,28,0,GRI 3,3-3,Product Safety and Quality (GRI: Customer Privacy 2016),no_evidence,,False,11,False,False,False,False
a0,HPCL2023,phase5,29,0,GRI 3,3-3,Product Safety and Quality (GRI: Marketing and Labelling 2016),partial,,False,11,False,False,False,False
a0,HPCL2023,phase5,30,0,GRI 3,3-3,Research & Development (Additional Disclosure),partial,,False,11,False,False,False,False
a0,HPCL2023,phase5,31,0,GRI 3,3-3,Safety and security of critical assets (GRI OGSS Topic: Asset Integrity and Critical Incident Management),partial,,False,11,False,False,False,False
a0,HPCL2023,phase5,32,0,GRI 3,3-3,Supplier Environmental Assessment (GRI: Supplier Environmental Assessment 2016),partial,,False,11,False,False,False,False
a0,HPCL2023,phase5,33,0,GRI 3,3-3,Transport Safety (Additional Disclosure),partial,,False,11,False,False,False,False
a0,HPCL2023,phase5,34,0,GRI 3,3-3,Waste (GRI: Waste 2020),partial,,False,11,False,False,False,False
a0,HPCL2023,phase5,35,0,GRI 3,3-3,Water and Wastewater Management (GRI OGSS Topic: Water and Effluents),partial,,False,11,False,False,False,False
a0,HPCL2023,phase6,0,0,GRI 305: Emissions 2016,305-6,"GHG Emissions (GRI OGSS Topic : GHG Emissions; Climate Adaptation, Resilience, and Transition)",omitted,no page pack: omitted,False,0,True,False,True,True
a0,HPCL2023,phase6,1,0,GRI 302: Energy 2016,302-5,Energy Efficiency (GRI OGSS Topic : GHG Emissions),omitted,no page pack: omitted,False,0,True,False,True,True
a0,HPCL2023,phase6,2,0,GRI 306: Waste 2020,306-3,Waste (GRI: Waste 2020),no_evidence,no page pack: page_list_no_matching_chunks; system limitation — human review required,True,0,False,False,True,True
a0,HPCL2023,phase6,3,0,GRI 306: Waste 2020,306-4,Waste (GRI: Waste 2020),no_evidence,no page pack: page_list_no_matching_chunks; system limitation — human review required,True,0,False,False,True,True
a0,HPCL2023,phase6,4,0,GRI 306: Waste 2020,306-5,Waste (GRI: Waste 2020),no_evidence,no page pack: page_list_no_matching_chunks; system limitation — human review required,True,0,False,False,True,True
a0,HPCL2023,phase6,5,0,GRI 403: Occupational Health and Safety 2018,403-3,Occupational health and safety (GRI OGSS Topic: Occupational Health and Safety),no_evidence,no page pack: page_list_no_matching_chunks; system limitation — human review required,True,0,False,False,True,True
a0,HPCL2023,phase6,6,0,GRI 403: Occupational Health and Safety 2018,403-6,Occupational health and safety (GRI OGSS Topic: Occupational Health and Safety),no_evidence,no page pack: page_list_no_matching_chunks; system limitation — human review required,True,0,False,False,True,True
a0,HPCL2023,phase6,7,0,GRI 404: Training and Education 2016,404-2,Manpower Management (GRI: Training and Education 2016),no_evidence,no page pack: page_list_no_matching_chunks; system limitation — human review required,True,0,False,False,True,True
a0,HPCL2023,phase6,8,0,GRI 3: Material Topics 2021,,Human Rights (GRI OGSS Topic: Rights of Indigenous People),fail,GCI row has missing/blank disclosure_id — cannot judge,False,0,False,False,False,True
a0,HPCL2023,phase6,9,0,GRI 201: Economic Performance 2016,201-3,"Business Ethics, Transparency & Regulatory Compliance (GRI OGSS Topic: Economic Impacts)",omitted,no page pack: omitted,False,0,True,False,True,True
a0,HPCL2023,phase6,10,0,GRI 207: Tax 2019,207-1,"Business Ethics, Transparency & Regulatory Compliance (GRI OGSS Topic: Payments to Governments)",omitted,no page pack: omitted,False,0,True,False,True,True
a0,HPCL2023,phase6,11,0,GRI 207: Tax 2019,207-2,"Business Ethics, Transparency & Regulatory Compliance (GRI OGSS Topic: Payments to Governments)",omitted,no page pack: omitted,False,0,True,False,True,True
a0,HPCL2023,phase6,12,0,GRI 207: Tax 2019,207-3,"Business Ethics, Transparency & Regulatory Compliance (GRI OGSS Topic: Payments to Governments)",omitted,no page pack: omitted,False,0,True,False,True,True
a0,HPCL2023,phase6,13,0,GRI 207: Tax 2019,207-4,"Business Ethics, Transparency & Regulatory Compliance (GRI OGSS Topic: Payments to Governments)",omitted,no page pack: omitted,False,0,True,False,True,True
a0,HPCL2023,phase6,14,0,GRI 305: Emissions 2016,305-1,"GHG Emissions (GRI OGSS Topic : GHG Emissions; Climate Adaptation, Resilience, and Transition)",partial,,False,9,False,False,False,False
a0,HPCL2023,phase6,15,0,GRI 305: Emissions 2016,305-2,"GHG Emissions (GRI OGSS Topic : GHG Emissions; Climate Adaptation, Resilience, and Transition)",no_evidence,,False,9,False,False,False,False
a0,HPCL2023,phase6,16,0,GRI 305: Emissions 2016,305-3,"GHG Emissions (GRI OGSS Topic : GHG Emissions; Climate Adaptation, Resilience, and Transition)",partial,,False,9,False,False,False,False
a0,HPCL2023,phase6,17,0,GRI 305: Emissions 2016,305-4,"GHG Emissions (GRI OGSS Topic : GHG Emissions; Climate Adaptation, Resilience, and Transition)",partial,,False,4,False,False,False,False
a0,HPCL2023,phase6,18,0,GRI 305: Emissions 2016,305-5,"GHG Emissions (GRI OGSS Topic : GHG Emissions; Climate Adaptation, Resilience, and Transition)",no_evidence,,False,5,False,False,False,False
a0,HPCL2023,phase6,19,0,GRI 302: Energy 2016,302-1,Energy Efficiency (GRI OGSS Topic : GHG Emissions),partial,,False,13,False,False,False,False
a0,HPCL2023,phase6,20,0,GRI 302: Energy 2016,302-2,Energy Efficiency (GRI OGSS Topic : GHG Emissions),partial,,False,3,False,False,False,False
a0,HPCL2023,phase6,21,0,GRI 302: Energy 2016,302-3,Energy Efficiency (GRI OGSS Topic : GHG Emissions),partial,,False,4,False,False,False,False
a0,HPCL2023,phase6,22,0,GRI 302: Energy 2016,302-4,Energy Efficiency (GRI OGSS Topic : GHG Emissions),partial,,False,4,False,False,False,False
a0,HPCL2023,phase6,23,0,GRI 303: Water and Effluents 2018,303-1,Water and Wastewater Management (GRI OGSS Topic: Water and Effluents),partial,,False,4,False,False,False,False
a0,HPCL2023,phase6,24,0,GRI 303: Water and Effluents 2018,303-2,Water and Wastewater Management (GRI OGSS Topic: Water and Effluents),no_evidence,,False,4,False,False,False,False
a0,HPCL2023,phase6,25,0,GRI 303: Water and Effluents 2018,303-3,Water and Wastewater Management (GRI OGSS Topic: Water and Effluents),partial,,False,13,False,False,False,False
a0,HPCL2023,phase6,26,0,GRI 303: Water and Effluents 2018,303-4,Water and Wastewater Management (GRI OGSS Topic: Water and Effluents),no_evidence,,False,12,False,False,False,False
a0,HPCL2023,phase6,27,0,GRI 303: Water and Effluents 2018,303-5,Water and Wastewater Management (GRI OGSS Topic: Water and Effluents),partial,,False,4,False,False,False,False
a0,HPCL2023,phase6,28,0,GRI 416: Customer Health and Safety 2016,416-1,Product Safety and Quality (GRI: Customer Health and Safety 2016),no_evidence,,False,1,False,False,False,False
a0,HPCL2023,phase6,29,0,GRI 416: Customer Health and Safety 2016,416-2,Product Safety and Quality (GRI: Customer Health and Safety 2016),partial,,False,4,False,False,False,False
a0,HPCL2023,phase6,30,0,GRI 417: Marketing and Labelling 2016,417-1,Product Safety and Quality (GRI: Marketing and Labelling 2016),partial,,False,6,False,False,False,False
a0,HPCL2023,phase6,31,0,GRI 417: Marketing and Labelling 2016,417-2,Product Safety and Quality (GRI: Marketing and Labelling 2016),partial,,False,4,False,False,False,False
a0,HPCL2023,phase6,32,0,GRI 417: Marketing and Labelling 2016,417-3,Product Safety and Quality (GRI: Marketing and Labelling 2016),partial,,False,4,False,False,False,False
a0,HPCL2023,phase6,33,0,GRI 418: Customer Privacy 2016,418-1,Product Safety and Quality (GRI: Customer Privacy 2016),no_evidence,,False,4,False,False,False,False
a0,HPCL2023,phase6,34,0,GRI 308: Supplier Environmental Assessment 2016,308-1,Supplier Environmental Assessment (GRI: Supplier Environmental Assessment 2016),no_evidence,,False,1,False,False,False,False
a0,HPCL2023,phase6,35,0,GRI 308: Supplier Environmental Assessment 2016,308-2,Supplier Environmental Assessment (GRI: Supplier Environmental Assessment 2016),no_evidence,,False,5,False,False,False,False
a0,HPCL2023,phase6,36,0,GRI 305: Emissions 2016,305-7,Air Quality (GRI OGSS Topic: Air Emissions),partial,,False,7,False,False,False,False
a0,HPCL2023,phase6,37,0,GRI 416: Customer Health and Safety 2016,416-1,Air Quality (GRI OGSS Topic: Air Emissions),no_evidence,,False,1,False,False,False,False
a0,HPCL2023,phase6,38,0,GRI 304: Biodiversity 2016,304-1,Biodiversity (GRI OGSS Topic: Biodiversity),no_evidence,,False,7,False,False,False,False
a0,HPCL2023,phase6,39,0,GRI 304: Biodiversity 2016,304-2,Biodiversity (GRI OGSS Topic: Biodiversity),no_evidence,,False,10,False,False,False,False
a0,HPCL2023,phase6,40,0,GRI 304: Biodiversity 2016,304-3,Biodiversity (GRI OGSS Topic: Biodiversity),partial,,False,4,False,False,False,False
a0,HPCL2023,phase6,41,0,GRI 304: Biodiversity 2016,304-4,Biodiversity (GRI OGSS Topic: Biodiversity),no_evidence,,False,5,False,False,False,False
a0,HPCL2023,phase6,42,0,GRI 306: Waste 2020,306-1,Waste (GRI: Waste 2020),no_evidence,,False,6,False,False,False,False
a0,HPCL2023,phase6,43,0,GRI 306: Waste 2020,306-2,Waste (GRI: Waste 2020),partial,,False,24,False,False,False,False
a0,HPCL2023,phase6,44,0,GRI 403: Occupational Health and Safety 2018,403-1,Occupational health and safety (GRI OGSS Topic: Occupational Health and Safety),pass,,False,3,False,False,False,False
a0,HPCL2023,phase6,45,0,GRI 403: Occupational Health and Safety 2018,403-2,Occupational health and safety (GRI OGSS Topic: Occupational Health and Safety),partial,,False,5,False,False,False,False
a0,HPCL2023,phase6,46,0,GRI 403: Occupational Health and Safety 2018,403-4,Occupational health and safety (GRI OGSS Topic: Occupational Health and Safety),partial,,False,2,False,False,False,False
a0,HPCL2023,phase6,47,0,GRI 403: Occupational Health and Safety 2018,403-5,Occupational health and safety (GRI OGSS Topic: Occupational Health and Safety),pass,,False,1,False,False,False,False
a0,HPCL2023,phase6,48,0,GRI 403: Occupational Health and Safety 2018,403-7,Occupational health and safety (GRI OGSS Topic: Occupational Health and Safety),pass,,False,1,False,False,False,False
a0,HPCL2023,phase6,49,0,GRI 403: Occupational Health and Safety 2018,403-8,Occupational health and safety (GRI OGSS Topic: Occupational Health and Safety),no_evidence,,False,4,False,False,False,False
a0,HPCL2023,phase6,50,0,GRI 403: Occupational Health and Safety 2018,403-9,Occupational health and safety (GRI OGSS Topic: Occupational Health and Safety),partial,,False,16,False,False,False,False
a0,HPCL2023,phase6,51,0,GRI 403: Occupational Health and Safety 2018,403-10,Occupational health and safety (GRI OGSS Topic: Occupational Health and Safety),partial,,False,10,False,False,False,False
a0,HPCL2023,phase6,52,0,GRI 401: Employment 2016,401-1,Manpower Management (GRI OGSS Topic: Employment Practices),no_evidence,,False,2,False,False,False,False
a0,HPCL2023,phase6,53,0,GRI 401: Employment 2016,401-2,Manpower Management (GRI OGSS Topic: Employment Practices),no_evidence,,False,8,False,False,False,False
a0,HPCL2023,phase6,54,0,GRI 401: Employment 2016,401-3,Manpower Management (GRI OGSS Topic: Employment Practices),no_evidence,,False,5,False,False,False,False
a0,HPCL2023,phase6,55,0,GRI 204: Procurement Practices 2016,204-1,Manpower Management (GRI OGSS Topic: Economic Impacts),no_evidence,,False,3,False,False,False,False
a0,HPCL2023,phase6,56,0,GRI 402: Labour/Management Relations 2016,402-1,Manpower Management (GRI: Labour/Management Relations 2016),partial,,False,2,False,False,False,False
a0,HPCL2023,phase6,57,0,GRI 404: Training and Education 2016,404-1,Manpower Management (GRI: Training and Education 2016),pass,,False,2,False,False,False,False
a0,HPCL2023,phase6,58,0,GRI 404: Training and Education 2016,404-3,Manpower Management (GRI: Training and Education 2016),no_evidence,,False,1,False,False,False,False
a0,HPCL2023,phase6,59,0,GRI 414: Supplier Social Assessment 2016,414-1,Manpower Management (GRI: Supplier Social Assessment 2016),no_evidence,,False,1,False,False,False,False
a0,HPCL2023,phase6,60,0,GRI 414: Supplier Social Assessment 2016,414-2,Manpower Management (GRI: Supplier Social Assessment 2016),no_evidence,,False,5,False,False,False,False
a0,HPCL2023,phase6,61,0,GRI 406: Non-discrimination 2016,406-1,Human Rights (GRI OGSS Topic: Non-discrimination and Equal Opportunity),no_evidence,,False,5,False,False,False,False
a0,HPCL2023,phase6,62,0,GRI 405: Diversity and Equal Opportunity 2016,405-1,Human Rights (GRI OGSS Topic: Non-discrimination and Equal Opportunity),no_evidence,,False,6,False,False,False,False
a0,HPCL2023,phase6,63,0,GRI 405: Diversity and Equal Opportunity 2016,405-2,Human Rights (GRI OGSS Topic: Non-discrimination and Equal Opportunity),partial,,False,2,False,False,False,False
a0,HPCL2023,phase6,64,0,GRI 409: Forced or Compulsory Labour 2016,409-1,Human Rights (GRI OGSS Topic: Forced Labour and Modern Slavery),no_evidence,,False,3,False,False,False,False
a0,HPCL2023,phase6,65,0,GRI 407: Freedom of Association and Collective Bargaining 2016,407-1,Human Rights (GRI OGSS Topic: Freedom of Association and Collective Bargaining),no_evidence,,False,3,False,False,False,False
a0,HPCL2023,phase6,66,0,GRI 203: Indirect Economic Impacts 2016,203-1,Human Rights (GRI OGSS Topic: Economic Impacts),partial,,False,3,False,False,False,False
a0,HPCL2023,phase6,67,0,GRI 203: Indirect Economic Impacts 2016,203-2,Human Rights (GRI OGSS Topic: Economic Impacts),partial,,False,2,False,False,False,False
a0,HPCL2023,phase6,68,0,GRI 411: Rights of Indigenous Peoples 2016,411-1,Human Rights (GRI OGSS Topic: Rights of Indigenous People),no_evidence,,False,5,False,False,False,False
a0,HPCL2023,phase6,69,0,GRI 410: Security Practices 2016,410-1,Human Rights (GRI OGSS Topic: Conflict and Security),no_evidence,,False,2,False,False,False,False
a0,HPCL2023,phase6,70,0,GRI 413: Local Communities 2016,413-1,Diversity & Inclusion (GRI OGSS Topic: Local Communities),no_evidence,,False,8,False,False,False,False
a0,HPCL2023,phase6,71,0,GRI 413: Local Communities 2016,413-2,Diversity & Inclusion (GRI OGSS Topic: Local Communities),no_evidence,,False,2,False,False,False,False
a0,HPCL2023,phase6,72,0,GRI 206: Anti-competitive Behaviour 2016,206-1,"Business Ethics, Transparency & Regulatory Compliance (GRI OGSS Topic: Anti-competitive Behaviour)",partial,,False,2,False,False,False,False
a0,HPCL2023,phase6,73,0,GRI 205: Anticorruption 2016,205-1,"Business Ethics, Transparency & Regulatory Compliance (GRI OGSS Topic: Anti-corruption)",partial,,False,2,False,False,False,False
a0,HPCL2023,phase6,74,0,GRI 205: Anticorruption 2016,205-2,"Business Ethics, Transparency & Regulatory Compliance (GRI OGSS Topic: Anti-corruption)",partial,,False,5,False,False,False,False
a0,HPCL2023,phase6,75,0,GRI 205: Anticorruption 2016,205-3,"Business Ethics, Transparency & Regulatory Compliance (GRI OGSS Topic: Anti-corruption)",partial,,False,4,False,False,False,False
a0,HPCL2023,phase6,76,0,GRI 201: Economic Performance 2016,201-1,"Business Ethics, Transparency & Regulatory Compliance (GRI OGSS Topic: Economic Impacts)",no_evidence,,False,4,False,False,False,False
a0,HPCL2023,phase6,77,0,GRI 201: Economic Performance 2016,201-2,"Business Ethics, Transparency & Regulatory Compliance (GRI OGSS Topic: Economic Impacts)",no_evidence,,False,5,False,False,False,False
a0,HPCL2023,phase6,78,0,GRI 201: Economic Performance 2016,201-4,"Business Ethics, Transparency & Regulatory Compliance (GRI OGSS Topic: Economic Impacts)",no_evidence,,False,10,False,False,False,False
a0,HPCL2023,phase6,79,0,GRI 415: Public Policy 2016,415-1,"Business Ethics, Transparency & Regulatory Compliance (GRI OGSS Topic: Public Policy)",pass,,False,2,False,False,False,False
a0,HPCL2023,phase6,80,0,GRI 202: Market Presence 2016,202-2,"Business Ethics, Transparency & Regulatory Compliance (GRI: Market Presence 2016)",partial,,False,4,False,False,False,False
a0,HPCL2023,phase6,81,0,GRI 306: Effluents and Waste 2016,306-3,Safety and security of critical assets (GRI OGSS Topic: Asset Integrity and Critical Incident Management),partial,,False,7,False,False,False,False
a0,HPCL2024,phase3,0,0,GRI 2,2-1,,partial,,False,4,False,False,False,False
a0,HPCL2024,phase3,1,0,GRI 2,2-2,,partial,,False,5,False,False,False,False
a0,HPCL2024,phase3,2,0,GRI 2,2-3,,partial,,False,4,False,False,False,False
a0,HPCL2024,phase3,3,0,GRI 2,2-4,,pass,,False,2,False,False,False,False
a0,HPCL2024,phase3,4,0,GRI 2,2-5,,no_evidence,,False,4,False,False,False,False
a0,HPCL2024,phase3,5,0,GRI 2,2-6,,partial,,False,6,False,False,False,False
a0,HPCL2024,phase3,6,0,GRI 2,2-7,,partial,,False,10,False,False,False,False
a0,HPCL2024,phase3,7,0,GRI 2,2-8,,partial,,False,5,False,False,False,False
a0,HPCL2024,phase3,8,0,GRI 2,2-9,,partial,,False,10,False,False,False,False
a0,HPCL2024,phase3,9,0,GRI 2,2-10,,partial,,False,5,False,False,False,False
a0,HPCL2024,phase3,10,0,GRI 2,2-11,,no_evidence,,False,2,False,False,False,False
a0,HPCL2024,phase3,11,0,GRI 2,2-12,,pass,,False,4,False,False,False,False
a0,HPCL2024,phase3,12,0,GRI 2,2-13,,partial,,False,3,False,False,False,False
a0,HPCL2024,phase3,13,0,GRI 2,2-14,,pass,,False,2,False,False,False,False
a0,HPCL2024,phase3,14,0,GRI 2,2-15,,partial,,False,5,False,False,False,False
a0,HPCL2024,phase3,15,0,GRI 2,2-16,,no_evidence,,False,2,False,False,False,False
a0,HPCL2024,phase3,16,0,GRI 2,2-17,,no_evidence,,False,1,False,False,False,False
a0,HPCL2024,phase3,17,0,GRI 2,2-18,,partial,,False,3,False,False,False,False
a0,HPCL2024,phase3,18,0,GRI 2,2-19,,partial,,False,6,False,False,False,False
a0,HPCL2024,phase3,19,0,GRI 2,2-20,,partial,,False,4,False,False,False,False
a0,HPCL2024,phase3,20,0,GRI 2,2-21,,pass,,False,3,False,False,False,False
a0,HPCL2024,phase3,21,0,GRI 2,2-22,,pass,,False,1,False,False,False,False
a0,HPCL2024,phase3,22,0,GRI 2,2-23,,partial,,False,10,False,False,False,False
a0,HPCL2024,phase3,23,0,GRI 2,2-24,,partial,,False,4,False,False,False,False
a0,HPCL2024,phase3,24,0,GRI 2,2-25,,partial,,False,5,False,False,False,False
a0,HPCL2024,phase3,25,0,GRI 2,2-26,,no_evidence,,False,2,False,False,False,False
a0,HPCL2024,phase3,26,0,GRI 2,2-27,,partial,,False,6,False,False,False,False
a0,HPCL2024,phase3,27,0,GRI 2,2-28,,pass,,False,1,False,False,False,False
a0,HPCL2024,phase3,28,0,GRI 2,2-29,,pass,,False,3,False,False,False,False
a0,HPCL2024,phase3,29,0,GRI 2,2-30,,partial,,False,2,False,False,False,False
a0,HPCL2024,phase5,0,0,GRI 3,3-1,,partial,,False,3,False,False,False,False
a0,HPCL2024,phase5,1,0,GRI 3,3-2,,no_evidence,,False,2,False,False,False,False
a0,HPCL2024,phase5,2,0,GRI 3,3-3,Air Quality (GRI OGSS Topic: Air Emissions),no_evidence,no page pack: page_list_no_matching_chunks; system limitation - human review required,True,0,False,False,True,True
a0,HPCL2024,phase5,3,0,GRI 3,3-3,Biodiversity (GRI OGSS Topic: Biodiversity),no_evidence,no page pack: page_list_no_matching_chunks; system limitation - human review required,True,0,False,False,True,True
a0,HPCL2024,phase5,4,0,GRI 3,3-3,"Business Ethics, Transparency & Regulatory Compliance (GRI OGSS Topic: Anti-competitive Behaviour)",partial,,False,11,False,False,False,False
a0,HPCL2024,phase5,5,0,GRI 3,3-3,"Business Ethics, Transparency & Regulatory Compliance (GRI OGSS Topic: Anti-corruption)",partial,,False,11,False,False,False,False
a0,HPCL2024,phase5,6,0,GRI 3,3-3,"Business Ethics, Transparency & Regulatory Compliance (GRI OGSS Topic: Economic Impacts)",no_evidence,no page pack: page_list_no_matching_chunks; system limitation - human review required,True,0,False,False,True,True
a0,HPCL2024,phase5,7,0,GRI 3,3-3,"Business Ethics, Transparency & Regulatory Compliance (GRI OGSS Topic: Payments to Governments)",no_evidence,,False,11,False,False,False,False
a0,HPCL2024,phase5,8,0,GRI 3,3-3,"Business Ethics, Transparency & Regulatory Compliance (GRI OGSS Topic: Public Policy)",partial,,False,11,False,False,False,False
a0,HPCL2024,phase5,9,0,GRI 3,3-3,"Business Ethics, Transparency & Regulatory Compliance (GRI: Market Presence 2016)",partial,,False,11,False,False,False,False
a0,HPCL2024,phase5,10,0,GRI 3,3-3,Customer Satisfaction (Additional Disclosure),partial,,False,11,False,False,False,False
a0,HPCL2024,phase5,11,0,GRI 3,3-3,Diversity & Inclusion (GRI OGSS Topic: Local Communities),partial,,False,11,False,False,False,False
a0,HPCL2024,phase5,12,0,GRI 3,3-3,Energy Efficiency (GRI OGSS Topic : GHG Emissions),partial,,False,11,False,False,False,False
a0,HPCL2024,phase5,13,0,GRI 3,3-3,"GHG Emissions (GRI OGSS Topic : GHG Emissions; Climate Adaptation, Resilience, and Transition)",no_evidence,no page pack: page_list_no_matching_chunks; system limitation - human review required,True,0,False,False,True,True
a0,HPCL2024,phase5,14,0,GRI 3,3-3,Human Rights (GRI OGSS Topic: Conflict and Security),partial,,False,11,False,False,False,False
a0,HPCL2024,phase5,15,0,GRI 3,3-3,Human Rights (GRI OGSS Topic: Economic Impacts),no_evidence,,False,11,False,False,False,False
a0,HPCL2024,phase5,16,0,GRI 3,3-3,Human Rights (GRI OGSS Topic: Forced Labour and Modern Slavery),no_evidence,no page pack: page_list_no_matching_chunks; system limitation - human review required,True,0,False,False,True,True
a0,HPCL2024,phase5,17,0,GRI 3,3-3,Human Rights (GRI OGSS Topic: Freedom of Association and Collective Bargaining),no_evidence,no page pack: page_list_no_matching_chunks; system limitation - human review required,True,0,False,False,True,True
a0,HPCL2024,phase5,18,0,GRI 3,3-3,Human Rights (GRI OGSS Topic: Non-discrimination and Equal Opportunity),no_evidence,no page pack: page_list_no_matching_chunks; system limitation - human review required,True,0,False,False,True,True
a0,HPCL2024,phase5,19,1,GRI 3,3-3,Human Rights (GRI OGSS Topic: Non-discrimination and Equal Opportunity),no_evidence,,False,11,False,False,False,False
a0,HPCL2024,phase5,20,0,GRI 3,3-3,Human Rights (GRI OGSS Topic: Rights of Indigenous People),no_evidence,no page pack: page_list_no_matching_chunks; system limitation - human review required,True,0,False,False,True,True
a0,HPCL2024,phase5,21,0,GRI 3,3-3,Manpower Management (GRI OGSS Topic: Economic Impacts),no_evidence,no page pack: page_list_no_matching_chunks; system limitation - human review required,True,0,False,False,True,True
a0,HPCL2024,phase5,22,0,GRI 3,3-3,Manpower Management (GRI OGSS Topic: Employment Practices),no_evidence,no page pack: page_list_no_matching_chunks; system limitation - human review required,True,0,False,False,True,True
a0,HPCL2024,phase5,23,0,GRI 3,3-3,Manpower Management (GRI: Labour/Management Relations 2016),no_evidence,no page pack: page_list_no_matching_chunks; system limitation - human review required,True,0,False,False,True,True
a0,HPCL2024,phase5,24,0,GRI 3,3-3,Manpower Management (GRI: Supplier Social Assessment 2016),no_evidence,no page pack: page_list_no_matching_chunks; system limitation - human review required,True,0,False,False,True,True
a0,HPCL2024,phase5,25,0,GRI 3,3-3,Manpower Management (GRI: Training and Education 2016),no_evidence,no page pack: page_list_no_matching_chunks; system limitation - human review required,True,0,False,False,True,True
a0,HPCL2024,phase5,26,0,GRI 3,3-3,Occupational health and safety (GRI OGSS Topic: Occupational Health and Safety),no_evidence,no page pack: page_list_no_matching_chunks; system limitation - human review required,True,0,False,False,True,True
a0,HPCL2024,phase5,27,0,GRI 3,3-3,Product Safety and Quality (GRI: Customer Health and Safety 2016),no_evidence,no page pack: page_list_no_matching_chunks; system limitation - human review required,True,0,False,False,True,True
a0,HPCL2024,phase5,28,0,GRI 3,3-3,Product Safety and Quality (GRI: Customer Privacy 2016),no_evidence,no page pack: page_list_no_matching_chunks; system limitation - human review required,True,0,False,False,True,True
a0,HPCL2024,phase5,29,0,GRI 3,3-3,Product Safety and Quality (GRI: Marketing and Labelling 2016),no_evidence,no page pack: page_list_no_matching_chunks; system limitation - human review required,True,0,False,False,True,True
a0,HPCL2024,phase5,30,0,GRI 3,3-3,Safety and security of critical assets (GRI OGSS Topic: Asset Integrity and Critical Incident Management),no_evidence,,False,11,False,False,False,False
a0,HPCL2024,phase5,31,0,GRI 3,3-3,Supplier Environmental Assessment (GRI: Supplier Environmental Assessment 2016),no_evidence,no page pack: page_list_no_matching_chunks; system limitation - human review required,True,0,False,False,True,True
a0,HPCL2024,phase5,32,0,GRI 3,3-3,Transport Safety (Additional Disclosure),partial,,False,11,False,False,False,False
a0,HPCL2024,phase5,33,0,GRI 3,3-3,Water and Wastewater Management (GRI OGSS Topic: Water and Effluents),no_evidence,no page pack: page_list_no_matching_chunks; system limitation - human review required,True,0,False,False,True,True
a0,HPCL2024,phase6,0,0,GRI 305: Emissions 2016,305-6,"GHG Emissions (GRI OGSS Topic : GHG Emissions; Climate Adaptation, Resilience, and Transition)",omitted,no page pack: omitted,False,0,True,False,True,True
a0,HPCL2024,phase6,1,0,GRI 302: Energy 2016,302-5,Energy Efficiency (GRI OGSS Topic : GHG Emissions),omitted,no page pack: omitted,False,0,True,False,True,True
a0,HPCL2024,phase6,2,0,GRI 306: Waste 2020,306-3,Biodiversity (GRI OGSS Topic: Biodiversity),no_evidence,no page pack: page_list_no_matching_chunks; system limitation — human review required,True,0,False,False,True,True
a0,HPCL2024,phase6,3,0,GRI 306: Waste 2020,306-4,Biodiversity (GRI OGSS Topic: Biodiversity),no_evidence,no page pack: page_list_no_matching_chunks; system limitation — human review required,True,0,False,False,True,True
a0,HPCL2024,phase6,4,0,GRI 306: Waste 2020,306-5,Biodiversity (GRI OGSS Topic: Biodiversity),no_evidence,no page pack: page_list_no_matching_chunks; system limitation — human review required,True,0,False,False,True,True
a0,HPCL2024,phase6,5,0,GRI 201: Economic Performance 2016,201-3,"Business Ethics, Transparency & Regulatory Compliance (GRI OGSS Topic: Economic Impacts)",omitted,no page pack: omitted,False,0,True,False,True,True
